con	motion	model	fwhm	avg_left	avg_right
contrast-Lgain-Neut	mot-opt1	mod-CueMod	fwhm-3.6	0.455	0.189
contrast-Lgain-Neut	mot-opt1	mod-CueMod	fwhm-4.8	0.39	0.165
contrast-Lgain-Neut	mot-opt1	mod-CueMod	fwhm-6.0	0.327	0.152
contrast-Lgain-Neut	mot-opt1	mod-CueMod	fwhm-7.2	0.274	0.144
contrast-Lgain-Neut	mot-opt1	mod-CueMod	fwhm-8.4	0.234	0.138
contrast-Lgain-Neut	mot-opt1	mod-FixMod	fwhm-3.6	0.116	0.087
contrast-Lgain-Neut	mot-opt1	mod-FixMod	fwhm-4.8	0.147	0.094
contrast-Lgain-Neut	mot-opt1	mod-FixMod	fwhm-6.0	0.158	0.101
contrast-Lgain-Neut	mot-opt1	mod-FixMod	fwhm-7.2	0.16	0.106
contrast-Lgain-Neut	mot-opt1	mod-FixMod	fwhm-8.4	0.158	0.108
contrast-Lgain-Neut	mot-opt2	mod-AntMod	fwhm-3.6	0.051	0.056
contrast-Lgain-Neut	mot-opt2	mod-AntMod	fwhm-4.8	0.049	0.054
contrast-Lgain-Neut	mot-opt2	mod-AntMod	fwhm-6.0	0.044	0.052
contrast-Lgain-Neut	mot-opt2	mod-AntMod	fwhm-7.2	0.037	0.048
contrast-Lgain-Neut	mot-opt2	mod-AntMod	fwhm-8.4	0.032	0.045
contrast-Lgain-Neut	mot-opt2	mod-CueMod	fwhm-3.6	0.333	0.258
contrast-Lgain-Neut	mot-opt2	mod-CueMod	fwhm-4.8	0.298	0.238
contrast-Lgain-Neut	mot-opt2	mod-CueMod	fwhm-6.0	0.255	0.22
contrast-Lgain-Neut	mot-opt2	mod-CueMod	fwhm-7.2	0.216	0.201
contrast-Lgain-Neut	mot-opt2	mod-CueMod	fwhm-8.4	0.185	0.184
contrast-Lgain-Neut	mot-opt2	mod-FixMod	fwhm-3.6	-0.018	0.079
contrast-Lgain-Neut	mot-opt2	mod-FixMod	fwhm-4.8	0.002	0.08
contrast-Lgain-Neut	mot-opt2	mod-FixMod	fwhm-6.0	0.005	0.079
contrast-Lgain-Neut	mot-opt2	mod-FixMod	fwhm-7.2	0.004	0.074
contrast-Lgain-Neut	mot-opt2	mod-FixMod	fwhm-8.4	0.003	0.067
contrast-Sgain-Base	mot-opt1	mod-AntMod	fwhm-3.6	0.071	0.085
contrast-Sgain-Base	mot-opt1	mod-AntMod	fwhm-4.8	0.059	0.084
contrast-Sgain-Base	mot-opt1	mod-AntMod	fwhm-6.0	0.048	0.072
contrast-Sgain-Base	mot-opt1	mod-AntMod	fwhm-7.2	0.038	0.055
contrast-Sgain-Base	mot-opt1	mod-AntMod	fwhm-8.4	0.029	0.038
contrast-Sgain-Base	mot-opt1	mod-CueMod	fwhm-3.6	0.766	0.422
contrast-Sgain-Base	mot-opt1	mod-CueMod	fwhm-4.8	0.575	0.381
contrast-Sgain-Base	mot-opt1	mod-CueMod	fwhm-6.0	0.451	0.352
contrast-Sgain-Base	mot-opt1	mod-CueMod	fwhm-7.2	0.371	0.324
contrast-Sgain-Base	mot-opt1	mod-CueMod	fwhm-8.4	0.32	0.3
contrast-Sgain-Base	mot-opt1	mod-FixMod	fwhm-3.6	0.072	0.137
contrast-Sgain-Base	mot-opt1	mod-FixMod	fwhm-4.8	0.115	0.148
contrast-Sgain-Base	mot-opt1	mod-FixMod	fwhm-6.0	0.142	0.154
contrast-Sgain-Base	mot-opt1	mod-FixMod	fwhm-7.2	0.156	0.151
contrast-Sgain-Base	mot-opt1	mod-FixMod	fwhm-8.4	0.159	0.143
contrast-Sgain-Base	mot-opt2	mod-AntMod	fwhm-3.6	0.113	0.14
contrast-Sgain-Base	mot-opt2	mod-AntMod	fwhm-4.8	0.114	0.156
contrast-Sgain-Base	mot-opt2	mod-AntMod	fwhm-6.0	0.108	0.15
