con	motion	model	fwhm	avg_left	avg_right
contrast-Lgain-Base	mot-opt2	mod-CueMod	fwhm-8.4	0.521	0.438
contrast-Lgain-Base	mot-opt2	mod-FixMod	fwhm-3.6	1.44	1.211
contrast-Lgain-Base	mot-opt2	mod-FixMod	fwhm-4.8	0.918	0.773
contrast-Lgain-Base	mot-opt2	mod-FixMod	fwhm-6.0	0.643	0.544
contrast-Lgain-Base	mot-opt2	mod-FixMod	fwhm-7.2	0.483	0.415
contrast-Lgain-Base	mot-opt2	mod-FixMod	fwhm-8.4	0.384	0.336
contrast-Lgain-Neut	mot-opt1	mod-AntMod	fwhm-3.6	0.499	0.395
contrast-Lgain-Neut	mot-opt1	mod-AntMod	fwhm-4.8	0.341	0.266
contrast-Lgain-Neut	mot-opt1	mod-AntMod	fwhm-6.0	0.256	0.197
contrast-Lgain-Neut	mot-opt1	mod-AntMod	fwhm-7.2	0.206	0.157
contrast-Lgain-Neut	mot-opt1	mod-AntMod	fwhm-8.4	0.172	0.132
contrast-Lgain-Neut	mot-opt1	mod-CueMod	fwhm-3.6	1.86	1.441
contrast-Lgain-Neut	mot-opt1	mod-CueMod	fwhm-4.8	1.205	0.933
contrast-Lgain-Neut	mot-opt1	mod-CueMod	fwhm-6.0	0.866	0.667
contrast-Lgain-Neut	mot-opt1	mod-CueMod	fwhm-7.2	0.67	0.519
contrast-Lgain-Neut	mot-opt1	mod-CueMod	fwhm-8.4	0.546	0.431
contrast-Lgain-Neut	mot-opt1	mod-FixMod	fwhm-3.6	1.421	1.133
contrast-Lgain-Neut	mot-opt1	mod-FixMod	fwhm-4.8	1.015	0.773
contrast-Lgain-Neut	mot-opt1	mod-FixMod	fwhm-6.0	0.795	0.588
contrast-Lgain-Neut	mot-opt1	mod-FixMod	fwhm-7.2	0.658	0.482
contrast-Lgain-Neut	mot-opt1	mod-FixMod	fwhm-8.4	0.565	0.417
contrast-Lgain-Neut	mot-opt2	mod-AntMod	fwhm-3.6	0.306	0.256
contrast-Lgain-Neut	mot-opt2	mod-AntMod	fwhm-4.8	0.2	0.159
contrast-Lgain-Neut	mot-opt2	mod-AntMod	fwhm-6.0	0.144	0.11
contrast-Lgain-Neut	mot-opt2	mod-AntMod	fwhm-7.2	0.112	0.082
contrast-Lgain-Neut	mot-opt2	mod-AntMod	fwhm-8.4	0.091	0.066
contrast-Lgain-Neut	mot-opt2	mod-CueMod	fwhm-3.6	1.113	0.942
contrast-Lgain-Neut	mot-opt2	mod-CueMod	fwhm-4.8	0.703	0.574
contrast-Lgain-Neut	mot-opt2	mod-CueMod	fwhm-6.0	0.494	0.389
contrast-Lgain-Neut	mot-opt2	mod-CueMod	fwhm-7.2	0.375	0.289
contrast-Lgain-Neut	mot-opt2	mod-CueMod	fwhm-8.4	0.299	0.23
contrast-Lgain-Neut	mot-opt2	mod-FixMod	fwhm-3.6	0.938	0.801
contrast-Lgain-Neut	mot-opt2	mod-FixMod	fwhm-4.8	0.621	0.502
contrast-Lgain-Neut	mot-opt2	mod-FixMod	fwhm-6.0	0.45	0.349
contrast-Lgain-Neut	mot-opt2	mod-FixMod	fwhm-7.2	0.346	0.264
contrast-Lgain-Neut	mot-opt2	mod-FixMod	fwhm-8.4	0.28	0.212
contrast-Sgain-Base	mot-opt1	mod-AntMod	fwhm-3.6	1.879	1.61
contrast-Sgain-Base	mot-opt1	mod-AntMod	fwhm-4.8	1.225	1.069
contrast-Sgain-Base	mot-opt1	mod-AntMod	fwhm-6.0	0.872	0.767
contrast-Sgain-Base	mot-opt1	mod-AntMod	fwhm-7.2	0.665	0.59
contrast-Sgain-Base	mot-opt1	mod-AntMod	fwhm-8.4	0.535	0.48
contrast-Sgain-Base	mot-opt1	mod-CueMod	fwhm-3.6	2.432	2.377
contrast-Sgain-Base	mot-opt1	mod-CueMod	fwhm-4.8	1.613	1.618
contrast-Sgain-Base	mot-opt1	mod-CueMod	fwhm-6.0	1.187	1.199
contrast-Sgain-Base	mot-opt1	mod-CueMod	fwhm-7.2	0.938	0.948
contrast-Sgain-Base	mot-opt1	mod-CueMod	fwhm-8.4	0.783	0.787
contrast-Sgain-Base	mot-opt1	mod-FixMod	fwhm-3.6	1.967	1.702
contrast-Sgain-Base	mot-opt1	mod-FixMod	fwhm-4.8	1.271	1.158
contrast-Sgain-Base	mot-opt1	mod-FixMod	fwhm-6.0	0.919	0.858
contrast-Sgain-Base	mot-opt1	mod-FixMod	fwhm-7.2	0.719	0.679
contrast-Sgain-Base	mot-opt1	mod-FixMod	fwhm-8.4	0.592	0.566
contrast-Sgain-Base	mot-opt2	mod-AntMod	fwhm-3.6	1.254	1.131
contrast-Sgain-Base	mot-opt2	mod-AntMod	fwhm-4.8	0.78	0.703
contrast-Sgain-Base	mot-opt2	mod-AntMod	fwhm-6.0	0.525	0.476
contrast-Sgain-Base	mot-opt2	mod-AntMod	fwhm-7.2	0.379	0.349
contrast-Sgain-Base	mot-opt2	mod-AntMod	fwhm-8.4	0.289	0.272
contrast-Sgain-Base	mot-opt2	mod-CueMod	fwhm-3.6	1.618	1.427
contrast-Sgain-Base	mot-opt2	mod-CueMod	fwhm-4.8	0.989	0.882
contrast-Sgain-Base	mot-opt2	mod-CueMod	fwhm-6.0	0.68	0.612
contrast-Sgain-Base	mot-opt2	mod-CueMod	fwhm-7.2	0.516	0.467
contrast-Sgain-Base	mot-opt2	mod-CueMod	fwhm-8.4	0.421	0.383
contrast-Sgain-Base	mot-opt2	mod-FixMod	fwhm-3.6	1.7	1.318
contrast-Sgain-Base	mot-opt2	mod-FixMod	fwhm-4.8	1.116	0.86
contrast-Sgain-Base	mot-opt2	mod-FixMod	fwhm-6.0	0.793	0.606
contrast-Sgain-Base	mot-opt2	mod-FixMod	fwhm-7.2	0.595	0.455
contrast-Sgain-Base	mot-opt2	mod-FixMod	fwhm-8.4	0.462	0.359
contrast-Sgain-Neut	mot-opt1	mod-AntMod	fwhm-3.6	0.43	0.408
contrast-Sgain-Neut	mot-opt1	mod-AntMod	fwhm-4.8	0.293	0.275
contrast-Sgain-Neut	mot-opt1	mod-AntMod	fwhm-6.0	0.218	0.204
contrast-Sgain-Neut	mot-opt1	mod-AntMod	fwhm-7.2	0.172	0.162
contrast-Sgain-Neut	mot-opt1	mod-AntMod	fwhm-8.4	0.143	0.137
contrast-Sgain-Neut	mot-opt1	mod-CueMod	fwhm-3.6	1.502	1.467
contrast-Sgain-Neut	mot-opt1	mod-CueMod	fwhm-4.8	0.987	0.97
contrast-Sgain-Neut	mot-opt1	mod-CueMod	fwhm-6.0	0.719	0.7
contrast-Sgain-Neut	mot-opt1	mod-CueMod	fwhm-7.2	0.563	0.544
contrast-Sgain-Neut	mot-opt1	mod-CueMod	fwhm-8.4	0.467	0.448
contrast-Sgain-Neut	mot-opt1	mod-FixMod	fwhm-3.6	1.406	1.231
contrast-Sgain-Neut	mot-opt1	mod-FixMod	fwhm-4.8	0.973	0.826
