con	motion	model	fwhm	avg_left	avg_right
contrast-Lgain-Base	mot-opt2	mod-CueMod	fwhm-6.0	0.146	0.111
contrast-Lgain-Base	mot-opt2	mod-CueMod	fwhm-7.2	0.159	0.122
contrast-Lgain-Base	mot-opt2	mod-CueMod	fwhm-8.4	0.171	0.135
contrast-Lgain-Base	mot-opt2	mod-FixMod	fwhm-3.6	0.081	0.086
contrast-Lgain-Base	mot-opt2	mod-FixMod	fwhm-4.8	0.115	0.127
contrast-Lgain-Base	mot-opt2	mod-FixMod	fwhm-6.0	0.152	0.17
contrast-Lgain-Base	mot-opt2	mod-FixMod	fwhm-7.2	0.189	0.209
contrast-Lgain-Base	mot-opt2	mod-FixMod	fwhm-8.4	0.222	0.238
contrast-Lgain-Neut	mot-opt1	mod-AntMod	fwhm-3.6	0.058	-0.017
contrast-Lgain-Neut	mot-opt1	mod-AntMod	fwhm-4.8	0.068	-0.037
contrast-Lgain-Neut	mot-opt1	mod-AntMod	fwhm-6.0	0.072	-0.055
contrast-Lgain-Neut	mot-opt1	mod-AntMod	fwhm-7.2	0.07	-0.068
contrast-Lgain-Neut	mot-opt1	mod-AntMod	fwhm-8.4	0.066	-0.074
contrast-Lgain-Neut	mot-opt1	mod-CueMod	fwhm-3.6	0.075	0.017
contrast-Lgain-Neut	mot-opt1	mod-CueMod	fwhm-4.8	0.076	0.005
contrast-Lgain-Neut	mot-opt1	mod-CueMod	fwhm-6.0	0.07	-0.005
contrast-Lgain-Neut	mot-opt1	mod-CueMod	fwhm-7.2	0.06	-0.011
contrast-Lgain-Neut	mot-opt1	mod-CueMod	fwhm-8.4	0.051	-0.013
contrast-Lgain-Neut	mot-opt1	mod-FixMod	fwhm-3.6	0.032	-0.017
contrast-Lgain-Neut	mot-opt1	mod-FixMod	fwhm-4.8	0.05	-0.042
contrast-Lgain-Neut	mot-opt1	mod-FixMod	fwhm-6.0	0.063	-0.067
contrast-Lgain-Neut	mot-opt1	mod-FixMod	fwhm-7.2	0.069	-0.085
contrast-Lgain-Neut	mot-opt1	mod-FixMod	fwhm-8.4	0.071	-0.096
contrast-Lgain-Neut	mot-opt2	mod-AntMod	fwhm-3.6	0.047	0.07
contrast-Lgain-Neut	mot-opt2	mod-AntMod	fwhm-4.8	0.074	0.105
contrast-Lgain-Neut	mot-opt2	mod-AntMod	fwhm-6.0	0.094	0.142
contrast-Lgain-Neut	mot-opt2	mod-AntMod	fwhm-7.2	0.108	0.176
contrast-Lgain-Neut	mot-opt2	mod-AntMod	fwhm-8.4	0.118	0.206
