path,DLH,RESEL
subs-90_ses-1_task-reward_ses-1_contrast-Lgain-Base_mask-mni152_mot-opt1_mod-FixMod_fwhm-5.0_stat-residuals.nii.gz,0.0598878,77.4446
subs-90_ses-1_task-reward_ses-1_contrast-Lgain-Neut_mask-mni152_mot-opt4_mod-AntMod_fwhm-5.0_stat-residuals.nii.gz,0.122513,37.8572
subs-90_ses-1_task-reward_ses-1_contrast-Sgain-Base_mask-mni152_mot-opt1_mod-FixMod_fwhm-5.0_stat-residuals.nii.gz,0.0629718,73.6518
subs-90_ses-1_task-reward_ses-1_contrast-Lgain-Neut_mask-mni152_mot-opt1_mod-FixMod_fwhm-4.0_stat-residuals.nii.gz,0.136521,33.9726
subs-90_ses-1_task-reward_ses-1_contrast-Lgain-Neut_mask-mni152_mot-opt1_mod-CueMod_fwhm-7.0_stat-residuals.nii.gz,0.0271997,170.516
subs-90_ses-1_task-reward_ses-1_contrast-Lgain-Neut_mask-mni152_mot-opt4_mod-AntMod_fwhm-7.0_stat-residuals.nii.gz,0.0482183,96.1873
subs-90_ses-1_task-reward_ses-1_contrast-Sgain-Base_mask-mni152_mot-opt4_mod-FixMod_fwhm-6.0_stat-residuals.nii.gz,0.0625321,74.1697
subs-90_ses-1_task-reward_ses-1_contrast-Lgain-Neut_mask-mni152_mot-opt1_mod-FixMod_fwhm-6.0_stat-residuals.nii.gz,0.0457072,101.472
subs-90_ses-1_task-reward_ses-1_contrast-Sgain-Base_mask-mni152_mot-opt4_mod-CueMod_fwhm-7.0_stat-residuals.nii.gz,0.0390052,118.907
subs-90_ses-1_task-reward_ses-1_contrast-Sgain-Base_mask-mni152_mot-opt4_mod-FixMod_fwhm-7.0_stat-residuals.nii.gz,0.0391349,118.513
subs-90_ses-1_task-reward_ses-1_contrast-Lgain-Base_mask-mni152_mot-opt1_mod-CueMod_fwhm-4.0_stat-residuals.nii.gz,0.105613,43.9147
subs-90_ses-1_task-reward_ses-1_contrast-Lgain-Neut_mask-mni152_mot-opt2_mod-CueMod_fwhm-4.0_stat-residuals.nii.gz,0.155743,29.7797
subs-90_ses-1_task-reward_ses-1_contrast-Lgain-Base_mask-mni152_mot-opt1_mod-AntMod_fwhm-4.0_stat-residuals.nii.gz,0.124923,37.1268
subs-90_ses-1_task-reward_ses-1_contrast-Sgain-Base_mask-mni152_mot-opt2_mod-AntMod_fwhm-3.0_stat-residuals.nii.gz,0.242075,19.1593
subs-90_ses-1_task-reward_ses-1_contrast-Sgain-Base_mask-mni152_mot-opt2_mod-AntMod_fwhm-5.0_stat-residuals.nii.gz,0.0831074,55.8072
subs-90_ses-1_task-reward_ses-1_contrast-Sgain-Base_mask-mni152_mot-opt1_mod-FixMod_fwhm-3.0_stat-residuals.nii.gz,0.192284,24.1205
subs-90_ses-1_task-reward_ses-1_contrast-Sgain-Base_mask-mni152_mot-opt4_mod-CueMod_fwhm-6.0_stat-residuals.nii.gz,0.0623561,74.379
subs-90_ses-1_task-reward_ses-1_contrast-Sgain-Base_mask-mni152_mot-opt4_mod-CueMod_fwhm-4.0_stat-residuals.nii.gz,0.168807,27.475
subs-90_ses-1_task-reward_ses-1_contrast-Sgain-Neut_mask-mni152_mot-opt2_mod-CueMod_fwhm-6.0_stat-residuals.nii.gz,0.0568211,81.6244
subs-90_ses-1_task-reward_ses-1_contrast-Lgain-Neut_mask-mni152_mot-opt2_mod-FixMod_fwhm-5.0_stat-residuals.nii.gz,0.0907535,51.1053
subs-90_ses-1_task-reward_ses-1_contrast-Lgain-Neut_mask-mni152_mot-opt2_mod-FixMod_fwhm-3.0_stat-residuals.nii.gz,0.264573,17.5301
subs-90_ses-1_task-reward_ses-1_contrast-Lgain-Neut_mask-mni152_mot-opt3_mod-CueMod_fwhm-6.0_stat-residuals.nii.gz,0.0743597,62.3723
subs-90_ses-1_task-reward_ses-1_contrast-Sgain-Base_mask-mni152_mot-opt4_mod-AntMod_fwhm-4.0_stat-residuals.nii.gz,0.175665,26.4025
subs-90_ses-1_task-reward_ses-1_contrast-Lgain-Base_mask-mni152_mot-opt3_mod-CueMod_fwhm-7.0_stat-residuals.nii.gz,0.0388556,119.365
subs-90_ses-1_task-reward_ses-1_contrast-Sgain-Neut_mask-mni152_mot-opt2_mod-AntMod_fwhm-4.0_stat-residuals.nii.gz,0.166988,27.7744
