path,DLH,RESEL
./group_lowmotion/ses-baselineYear1Arm1/session/subs-116_ses-baselineYear1Arm1_task-MID_type-session_contrast-Lgain-Neut_mask-mni152_mot-opt4_mod-AntMod_fwhm-6.0_stat-residuals.nii.gz,0.0625756,74.1182
./group_lowmotion/ses-baselineYear1Arm1/session/subs-116_ses-baselineYear1Arm1_task-MID_type-session_contrast-Lgain-Neut_mask-mni152_mot-opt4_mod-AntMod_fwhm-7.2_stat-residuals.nii.gz,0.0335162,138.38
./group_lowmotion/ses-baselineYear1Arm1/session/subs-116_ses-baselineYear1Arm1_task-MID_type-session_contrast-Lgain-Neut_mask-mni152_mot-opt4_mod-AntMod_fwhm-8.4_stat-residuals.nii.gz,0.0192328,241.15
./group_lowmotion/ses-baselineYear1Arm1/session/subs-116_ses-baselineYear1Arm1_task-MID_type-session_contrast-Lgain-Neut_mask-mni152_mot-opt4_mod-CueMod_fwhm-3.6_stat-residuals.nii.gz,0.276776,16.7572
./group_lowmotion/ses-baselineYear1Arm1/session/subs-116_ses-baselineYear1Arm1_task-MID_type-session_contrast-Lgain-Neut_mask-mni152_mot-opt4_mod-CueMod_fwhm-4.8_stat-residuals.nii.gz,0.129354,35.855
./group_lowmotion/ses-baselineYear1Arm1/session/subs-116_ses-baselineYear1Arm1_task-MID_type-session_contrast-Lgain-Neut_mask-mni152_mot-opt4_mod-CueMod_fwhm-6.0_stat-residuals.nii.gz,0.0645658,71.8335
./group_lowmotion/ses-baselineYear1Arm1/session/subs-116_ses-baselineYear1Arm1_task-MID_type-session_contrast-Lgain-Neut_mask-mni152_mot-opt4_mod-CueMod_fwhm-7.2_stat-residuals.nii.gz,0.0347328,133.533
./group_lowmotion/ses-baselineYear1Arm1/session/subs-116_ses-baselineYear1Arm1_task-MID_type-session_contrast-Lgain-Neut_mask-mni152_mot-opt4_mod-CueMod_fwhm-8.4_stat-residuals.nii.gz,0.0200142,231.734
./group_lowmotion/ses-baselineYear1Arm1/session/subs-116_ses-baselineYear1Arm1_task-MID_type-session_contrast-Lgain-Neut_mask-mni152_mot-opt4_mod-FixMod_fwhm-3.6_stat-residuals.nii.gz,0.272353,17.0293
./group_lowmotion/ses-baselineYear1Arm1/session/subs-116_ses-baselineYear1Arm1_task-MID_type-session_contrast-Lgain-Neut_mask-mni152_mot-opt4_mod-FixMod_fwhm-4.8_stat-residuals.nii.gz,0.126702,36.6054
./group_lowmotion/ses-baselineYear1Arm1/session/subs-116_ses-baselineYear1Arm1_task-MID_type-session_contrast-Lgain-Neut_mask-mni152_mot-opt4_mod-FixMod_fwhm-6.0_stat-residuals.nii.gz,0.0628441,73.8014
./group_lowmotion/ses-baselineYear1Arm1/session/subs-116_ses-baselineYear1Arm1_task-MID_type-session_contrast-Lgain-Neut_mask-mni152_mot-opt4_mod-FixMod_fwhm-7.2_stat-residuals.nii.gz,0.0335815,138.111
./group_lowmotion/ses-baselineYear1Arm1/session/subs-116_ses-baselineYear1Arm1_task-MID_type-session_contrast-Lgain-Neut_mask-mni152_mot-opt4_mod-FixMod_fwhm-8.4_stat-residuals.nii.gz,0.0192812,240.545
./group_lowmotion/ses-baselineYear1Arm1/session/subs-116_ses-baselineYear1Arm1_task-MID_type-session_contrast-Sgain-Base_mask-mni152_mot-opt3_mod-AntMod_fwhm-3.6_stat-residuals.nii.gz,0.26897,17.2435
./group_lowmotion/ses-baselineYear1Arm1/session/subs-116_ses-baselineYear1Arm1_task-MID_type-session_contrast-Sgain-Base_mask-mni152_mot-opt3_mod-AntMod_fwhm-4.8_stat-residuals.nii.gz,0.124451,37.2675
./group_lowmotion/ses-baselineYear1Arm1/session/subs-116_ses-baselineYear1Arm1_task-MID_type-session_contrast-Sgain-Base_mask-mni152_mot-opt3_mod-AntMod_fwhm-6.0_stat-residuals.nii.gz,0.0620224,74.7792
./group_lowmotion/ses-baselineYear1Arm1/session/subs-116_ses-baselineYear1Arm1_task-MID_type-session_contrast-Sgain-Base_mask-mni152_mot-opt3_mod-AntMod_fwhm-7.2_stat-residuals.nii.gz,0.0336982,137.633
./group_lowmotion/ses-baselineYear1Arm1/session/subs-116_ses-baselineYear1Arm1_task-MID_type-session_contrast-Sgain-Base_mask-mni152_mot-opt3_mod-AntMod_fwhm-8.4_stat-residuals.nii.gz,0.019865,233.476
./group_lowmotion/ses-baselineYear1Arm1/session/subs-116_ses-baselineYear1Arm1_task-MID_type-session_contrast-Sgain-Base_mask-mni152_mot-opt3_mod-CueMod_fwhm-3.6_stat-residuals.nii.gz,0.242247,19.1457
./group_lowmotion/ses-baselineYear1Arm1/session/subs-116_ses-baselineYear1Arm1_task-MID_type-session_contrast-Sgain-Base_mask-mni152_mot-opt3_mod-CueMod_fwhm-4.8_stat-residuals.nii.gz,0.117195,39.575
./group_lowmotion/ses-baselineYear1Arm1/session/subs-116_ses-baselineYear1Arm1_task-MID_type-session_contrast-Sgain-Base_mask-mni152_mot-opt3_mod-CueMod_fwhm-6.0_stat-residuals.nii.gz,0.0606956,76.4138
./group_lowmotion/ses-baselineYear1Arm1/session/subs-116_ses-baselineYear1Arm1_task-MID_type-session_contrast-Sgain-Base_mask-mni152_mot-opt3_mod-CueMod_fwhm-7.2_stat-residuals.nii.gz,0.0340891,136.055
./group_lowmotion/ses-baselineYear1Arm1/session/subs-116_ses-baselineYear1Arm1_task-MID_type-session_contrast-Sgain-Base_mask-mni152_mot-opt3_mod-CueMod_fwhm-8.4_stat-residuals.nii.gz,0.0206713,224.368
./group_lowmotion/ses-baselineYear1Arm1/session/subs-116_ses-baselineYear1Arm1_task-MID_type-session_contrast-Sgain-Base_mask-mni152_mot-opt3_mod-FixMod_fwhm-3.6_stat-residuals.nii.gz,0.25531,18.1661
./group_lowmotion/ses-baselineYear1Arm1/session/subs-116_ses-baselineYear1Arm1_task-MID_type-session_contrast-Sgain-Base_mask-mni152_mot-opt3_mod-FixMod_fwhm-4.8_stat-residuals.nii.gz,0.120304,38.5522
./group_lowmotion/ses-baselineYear1Arm1/session/subs-116_ses-baselineYear1Arm1_task-MID_type-session_contrast-Sgain-Base_mask-mni152_mot-opt3_mod-FixMod_fwhm-6.0_stat-residuals.nii.gz,0.0607926,76.2919
./group_lowmotion/ses-baselineYear1Arm1/session/subs-116_ses-baselineYear1Arm1_task-MID_type-session_contrast-Sgain-Base_mask-mni152_mot-opt3_mod-FixMod_fwhm-7.2_stat-residuals.nii.gz,0.0333372,139.123
./group_lowmotion/ses-baselineYear1Arm1/session/subs-116_ses-baselineYear1Arm1_task-MID_type-session_contrast-Sgain-Base_mask-mni152_mot-opt3_mod-FixMod_fwhm-8.4_stat-residuals.nii.gz,0.0197752,234.535
./group_lowmotion/ses-baselineYear1Arm1/session/subs-116_ses-baselineYear1Arm1_task-MID_type-session_contrast-Sgain-Base_mask-mni152_mot-opt4_mod-AntMod_fwhm-3.6_stat-residuals.nii.gz,0.274682,16.8849
./group_lowmotion/ses-baselineYear1Arm1/session/subs-116_ses-baselineYear1Arm1_task-MID_type-session_contrast-Sgain-Base_mask-mni152_mot-opt4_mod-AntMod_fwhm-4.8_stat-residuals.nii.gz,0.127805,36.2894
./group_lowmotion/ses-baselineYear1Arm1/session/subs-116_ses-baselineYear1Arm1_task-MID_type-session_contrast-Sgain-Base_mask-mni152_mot-opt4_mod-AntMod_fwhm-6.0_stat-residuals.nii.gz,0.0640806,72.3774
./group_lowmotion/ses-baselineYear1Arm1/session/subs-116_ses-baselineYear1Arm1_task-MID_type-session_contrast-Sgain-Base_mask-mni152_mot-opt4_mod-AntMod_fwhm-7.2_stat-residuals.nii.gz,0.0349616,132.659
./group_lowmotion/ses-baselineYear1Arm1/session/subs-116_ses-baselineYear1Arm1_task-MID_type-session_contrast-Sgain-Base_mask-mni152_mot-opt4_mod-AntMod_fwhm-8.4_stat-residuals.nii.gz,0.0206484,224.617
./group_lowmotion/ses-baselineYear1Arm1/session/subs-116_ses-baselineYear1Arm1_task-MID_type-session_contrast-Sgain-Base_mask-mni152_mot-opt4_mod-CueMod_fwhm-3.6_stat-residuals.nii.gz,0.249044,18.6231
